Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,1stFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,PoolArea,SalePrice
362,9144,BrkSide,5,5,1940,399,988,1505,1,0,8,1,0,145000
363,7301,Edwards,7,5,2003,0,495,1922,3,0,7,2,0,198500
364,1680,BrDale,6,8,1972,162,483,987,1,1,5,1,0,118000
365,18800,NWAmes,6,5,1976,712,790,1574,2,1,6,2,0,190000
366,10690,IDOTRR,5,7,1920,456,672,1344,1,0,6,1,0,147000
367,9500,NAmes,6,5,1963,609,1394,1394,1,1,6,2,0,159000
368,9150,NAmes,6,5,1962,371,1431,1431,1,0,6,1,0,165000
369,7800,NAmes,5,6,1954,540,1268,1268,1,0,7,1,0,132000
370,9830,NAmes,5,7,1959,72,1287,1287,1,0,7,2,0,162000
371,8121,Gilbert,6,5,2000,0,953,1664,2,1,7,2,0,172400
372,17120,ClearCr,4,4,1959,0,1120,1588,2,0,7,2,0,134432
373,7175,SawyerW,6,5,1984,623,752,752,1,0,4,1,0,125000
374,10634,NAmes,5,6,1953,428,1319,1319,1,0,5,1,0,123000
375,8200,CollgCr,7,5,2003,0,847,1928,2,1,8,2,0,219500
376,10020,Edwards,1,1,1922,350,904,904,0,1,4,0,0,61000
377,8846,CollgCr,5,5,1996,298,914,914,1,0,5,2,0,148000
378,11143,Somerst,8,5,2004,0,1580,2466,3,0,8,2,0,340000
379,11394,StoneBr,9,2,2010,1445,1856,1856,1,1,8,3,0,394432
380,8123,Gilbert,6,5,2000,0,1007,1800,2,1,7,2,0,179000
381,5000,SWISU,5,6,1924,218,1026,1691,2,0,6,1,0,127000
382,7200,Somerst,7,5,2006,0,1301,1301,2,0,5,2,0,187750
383,9245,CollgCr,7,5,2006,0,939,1797,2,1,8,2,0,213500
384,9000,SawyerW,6,3,1928,0,784,784,1,0,5,2,0,76000
385,53107,ClearCr,6,5,1992,985,1079,1953,2,1,9,2,0,240000
386,3182,Blmngtn,8,5,2004,24,1269,1269,2,0,6,2,0,192000
387,8410,Edwards,5,3,1910,0,658,1184,1,0,8,0,0,81000
388,7200,Edwards,6,6,1976,631,1125,1125,1,0,6,1,0,125000
389,9382,CollgCr,7,5,1999,0,1479,1479,2,0,6,2,0,191000
390,12474,NridgHt,10,5,2007,1280,1742,2332,2,1,9,3,0,426000
391,8405,Edwards,5,8,1900,241,961,1367,1,0,7,1,0,119000
392,12209,Mitchel,6,5,2001,690,804,1961,2,1,7,2,0,215000
393,8339,NAmes,5,7,1959,0,882,882,1,0,5,1,0,106500
394,7446,BrkSide,4,5,1941,266,788,788,1,0,4,0,0,100000
395,10134,OldTown,5,6,1940,0,735,1034,1,0,5,1,0,109000
396,9571,Edwards,5,6,1956,739,1144,1144,1,0,6,1,0,129000
397,7200,CollgCr,5,5,1972,777,894,894,1,0,6,2,0,123000
398,7590,NAmes,5,5,1962,540,876,1812,2,0,8,1,0,169500
399,8967,IDOTRR,5,2,1920,0,1077,1077,1,0,6,1,0,67000
400,8125,Somerst,7,5,2006,812,1112,1550,2,0,7,2,0,241000
401,14963,Veenker,8,5,1996,786,1288,1288,1,1,4,2,0,245500
402,8767,CollgCr,7,5,2005,24,1310,1310,2,0,6,2,0,164990
403,10200,Sawyer,5,8,1940,0,672,672,1,0,4,1,0,108000
404,12090,NoRidge,8,5,1998,0,1165,2263,2,1,10,2,0,258000
405,10364,Gilbert,6,5,1995,0,806,1572,2,1,7,2,0,168000
406,9991,Sawyer,4,4,1976,1116,1620,1620,2,0,8,2,0,150000
407,10480,SWISU,6,5,1936,0,1166,1639,1,0,6,1,0,115000
408,15576,Crawfor,6,7,1915,0,840,1680,2,0,8,1,0,177000
409,14154,NridgHt,7,5,2006,0,1071,2172,2,1,9,3,0,280000
410,10800,Somerst,8,5,2007,789,1050,2078,2,1,8,3,0,339750
411,9571,Edwards,5,3,1958,0,1276,1276,1,0,5,1,0,60000
412,34650,Gilbert,5,5,1955,1056,1056,1056,1,0,5,2,0,145000
413,4403,Somerst,7,5,2009,578,1478,1478,2,1,7,2,0,222000
414,8960,OldTown,5,6,1927,0,1028,1028,1,0,5,2,0,115000
415,11228,SawyerW,7,5,1993,50,1080,2097,2,1,9,3,0,228000
416,8899,Gilbert,7,5,2007,24,1340,1340,2,0,6,2,0,181134
417,7844,Sawyer,6,7,1978,209,672,1400,1,1,6,2,0,149500
418,22420,Crawfor,6,6,1918,1128,1370,2624,2,1,10,3,0,239000
419,8160,Edwards,5,6,1940,312,756,1134,1,1,7,1,0,126000
420,8450,NAmes,5,6,1968,775,1056,1056,1,0,6,1,0,142000
421,7060,Mitchel,7,5,1997,1309,1344,1344,2,0,8,4,0,206300
422,16635,NWAmes,6,7,1977,1246,1602,1602,2,0,8,2,0,215000
423,21750,Mitchel,5,5,1954,0,988,988,1,0,4,2,0,113000
424,9200,NoRidge,8,5,1998,986,1470,2630,2,1,8,3,0,315000
425,9000,NAmes,6,5,1956,616,1196,1196,1,0,6,1,0,139000
426,3378,OldTown,7,8,1946,0,707,1389,1,1,6,1,0,135000
427,12800,SawyerW,7,5,1989,1518,1644,1644,2,0,5,2,0,275000
428,8593,NAmes,4,6,1957,288,907,907,1,0,5,1,0,109008
429,6762,CollgCr,7,5,2007,664,1208,1208,2,0,6,2,0,195400
430,11457,Timber,6,5,1988,1005,1412,1412,2,0,6,2,0,175000
431,1680,BrDale,6,5,1971,387,483,987,1,1,4,1,0,85400
432,5586,OldTown,6,7,1920,0,1088,1198,1,0,7,0,0,79900
433,1920,BrDale,5,5,1971,471,765,1365,1,1,6,2,0,122500
434,10839,Gilbert,6,5,1997,0,926,1604,2,1,7,2,0,181000
435,1890,MeadowV,4,7,1972,495,630,630,1,0,3,0,0,81000
436,10667,CollgCr,7,6,1996,385,827,1661,2,1,6,2,0,212000
437,4400,OldTown,6,8,1920,0,734,1118,1,0,6,2,0,116000
438,6000,BrkSide,6,7,1926,0,904,904,1,0,4,1,0,119000
439,4280,Crawfor,5,6,1913,365,694,694,1,0,4,1,0,90350
440,12354,Edwards,6,8,1920,0,684,1196,1,0,7,2,0,110000
441,15431,NridgHt,10,5,2008,1767,2402,2402,2,0,10,3,0,555000
442,12108,Edwards,4,4,1955,133,1440,1440,2,0,8,0,0,118000
443,6240,BrkSide,5,7,1930,0,1128,1573,2,0,8,2,0,162900
444,3922,Blmngtn,7,5,2006,0,1258,1258,2,0,6,3,0,172500
445,8750,CollgCr,7,5,1994,642,933,1908,2,1,8,2,0,210000
446,9855,Edwards,6,5,1956,0,1689,1689,1,0,7,2,0,127500
447,16492,NAmes,6,6,1966,247,1888,1888,2,1,6,2,0,190000
448,11214,Gilbert,7,5,1998,0,956,1886,2,1,10,2,0,199900
449,8600,IDOTRR,6,6,1937,0,780,1376,2,0,7,1,0,119500
450,6000,OldTown,3,7,1948,331,679,1183,1,1,6,1,0,120000
451,5684,OldTown,6,8,1930,0,813,813,1,0,5,1,0,110000
452,70761,ClearCr,7,5,1975,655,1533,1533,2,0,5,2,0,280000
453,9303,Timber,6,5,1996,742,888,1756,2,1,7,2,0,204000
454,9000,Somerst,8,5,2008,0,786,1590,2,1,6,2,0,210000
455,9297,Mitchel,5,5,1976,1606,1728,1728,2,0,8,2,0,188000
456,9600,NWAmes,7,6,1973,916,1242,1242,1,1,6,2,0,175500
457,4571,OldTown,5,5,1916,0,624,1344,1,0,7,3,0,98000
458,53227,ClearCr,4,6,1954,1116,1663,1663,1,0,6,2,0,256000
459,5100,OldTown,8,7,1925,0,833,1666,1,0,7,1,0,161000
460,7015,BrkSide,5,4,1950,185,979,1203,1,0,5,1,0,110000
461,8004,Somerst,8,5,2009,544,832,1935,2,1,8,2,0,263435
462,7200,SWISU,7,9,1936,350,575,1135,1,0,6,2,0,155000
463,8281,Sawyer,5,5,1965,553,864,864,1,0,5,1,0,62383
464,11988,Crawfor,6,7,1934,326,849,1660,1,1,6,1,0,188700
465,8430,CollgCr,5,5,1978,616,1040,1040,2,0,5,0,0,124000
466,3072,Blmngtn,7,5,2004,0,1414,1414,2,0,6,2,0,178740
467,10628,NAmes,7,5,1970,778,1277,1277,1,0,5,2,0,167000
468,9480,NAmes,5,7,1942,386,888,1644,1,1,7,1,0,146500
469,11428,NridgHt,8,5,2006,0,1634,1634,2,0,7,3,0,250000
470,9291,SawyerW,6,5,1993,426,832,1710,2,1,7,2,0,187000
471,6820,StoneBr,8,5,1985,368,1502,1502,1,1,4,2,0,212000
472,11952,NWAmes,7,6,1977,0,1161,1969,2,1,8,2,0,190000
473,3675,Edwards,6,5,2005,459,1072,1072,1,0,5,2,0,148000
474,14977,NridgHt,8,5,2006,1350,1976,1976,2,0,7,3,0,440000
475,5330,StoneBr,8,5,2000,1196,1652,1652,2,0,6,2,0,251000
476,8480,Sawyer,5,6,1963,630,970,970,1,0,5,2,0,132500
477,13125,CollgCr,6,5,1997,994,1493,1493,2,0,7,2,0,208900
478,13693,NridgHt,9,5,2006,0,2069,2643,2,1,9,3,0,380000
479,10637,CollgCr,8,5,2007,1288,1718,1718,2,0,7,3,0,297000
480,5925,OldTown,4,7,1937,168,1131,1131,1,0,7,2,0,89471
481,16033,NridgHt,9,5,2004,1261,1850,1850,2,0,8,3,0,326000
482,11846,NridgHt,9,5,2003,1567,1792,1792,2,0,6,3,0,374000
483,2500,OldTown,7,8,1915,299,916,1826,1,1,7,1,0,155000
484,4500,Mitchel,6,5,1998,897,1216,1216,2,0,5,2,0,164000
485,7758,Sawyer,5,7,1962,588,999,999,1,0,6,1,0,132500
486,9600,NAmes,5,7,1950,607,1113,1113,1,0,5,1,0,147000
487,10289,NAmes,5,7,1965,836,1073,1073,1,1,6,2,0,156000
488,12243,NWAmes,5,6,1971,998,1484,1484,2,0,7,2,0,175000
489,10800,OldTown,5,4,1900,664,1766,2414,2,0,10,2,0,160000
490,1526,MeadowV,4,8,1970,515,630,630,1,0,3,1,0,86000
491,2665,MeadowV,5,6,1976,0,616,1304,1,1,4,1,0,115000
492,9490,NAmes,6,7,1941,403,958,1578,1,0,5,1,0,133000
493,15578,Gilbert,6,5,2006,0,728,1456,2,1,8,2,0,172785
494,7931,NAmes,5,6,1960,374,1269,1269,1,1,6,1,0,155000
495,5784,OldTown,5,8,1938,0,886,886,1,0,4,1,0,91300
496,7879,IDOTRR,4,5,1920,495,720,720,1,0,4,0,0,34900
497,12692,NoRidge,8,5,1992,1231,3228,3228,3,0,10,2,0,430000
498,9120,BrkSide,7,6,1925,329,1133,1820,2,0,8,1,0,184000
499,7800,Sawyer,5,7,1967,450,899,899,1,0,5,1,0,130000
500,7535,NAmes,5,7,1958,111,912,912,1,0,5,1,0,120000
501,1890,BrDale,6,5,1973,356,672,1218,1,1,7,1,0,113000
502,9803,Somerst,7,5,2005,400,866,1768,2,1,7,2,0,226700
503,9170,Edwards,5,7,1965,698,1214,1214,1,0,6,2,0,140000
504,15602,Crawfor,7,8,1959,1247,1801,1801,2,0,6,2,0,289000
505,2308,NPkVill,6,5,1974,257,855,1322,2,1,6,2,0,147000
506,7596,OldTown,5,5,1952,0,960,1960,2,0,10,2,0,124500
507,9554,SawyerW,8,5,1993,380,1065,1911,2,1,8,2,0,215000
508,7862,Somerst,6,5,2009,27,1218,1218,2,0,4,2,0,208300
509,9600,OldTown,7,9,1928,141,689,1378,2,0,7,2,0,161000
510,9600,NAmes,5,6,1959,991,1041,1041,1,0,6,1,0,124500
511,14559,NAmes,5,7,1951,650,1363,1363,1,0,6,1,0,164900
512,6792,NridgHt,7,5,2005,0,1368,1368,2,0,6,2,0,202665
513,9100,NAmes,5,5,1958,521,864,864,1,0,5,2,0,129900
514,9187,Mitchel,6,5,1983,336,1080,1080,1,1,5,2,0,134000
515,10594,Crawfor,5,5,1926,0,789,789,1,0,5,1,0,96500
516,12220,NridgHt,10,5,2009,1436,2020,2020,2,1,9,3,0,402861
517,10448,NWAmes,6,6,1972,0,1378,2119,2,1,7,2,0,158000
518,10208,NoRidge,7,5,1996,0,1277,2344,2,1,7,3,0,265000
519,9531,CollgCr,6,5,1998,706,882,1796,2,1,7,2,0,211000
520,10918,Crawfor,7,9,1926,0,1276,2080,1,1,9,1,0,234000
521,10800,OldTown,4,7,1900,0,694,1294,2,0,7,0,0,106250
522,11988,NAmes,6,6,1957,777,1244,1244,1,1,6,1,0,150000
523,5000,BrkSide,6,7,1947,399,1004,1664,2,0,7,2,0,159000
524,40094,Edwards,10,5,2007,2260,3138,4676,3,1,11,3,0,184750
525,11787,NoRidge,7,5,1996,719,1383,2398,2,1,8,3,0,315750
526,7500,Somerst,7,5,2005,0,1266,1266,2,0,6,2,0,176000
527,13300,NAmes,5,7,1956,377,928,928,1,0,4,1,0,132000
528,14948,NridgHt,9,5,2008,1330,1476,2713,2,1,11,3,0,446261
529,9098,Edwards,4,7,1920,348,605,605,1,0,5,0,0,86000
530,32668,Crawfor,6,3,1957,1219,2515,2515,3,0,9,2,0,200624
531,10200,Timber,6,5,1988,783,1509,1509,2,0,5,2,0,175000
532,6155,BrkSide,6,8,1920,0,751,1362,2,0,6,2,0,128000
533,7200,NAmes,5,7,1955,0,827,827,1,0,5,1,0,107500
534,5000,BrkSide,1,3,1946,0,334,334,1,0,2,0,0,39300
535,9056,Gilbert,8,5,2004,0,707,1414,2,1,6,2,0,178000
536,7000,Edwards,5,7,1910,969,820,1347,1,0,5,0,0,107500
537,8924,CollgCr,7,5,1998,0,880,1724,2,1,8,2,0,188000
538,12735,NAmes,4,5,1972,600,864,864,1,0,5,2,0,111250
539,11553,Sawyer,5,5,1968,673,1159,1159,1,1,7,1,0,158000
540,11423,CollgCr,8,5,2001,1358,1601,1601,2,0,6,2,0,272000
541,14601,Timber,9,5,2006,1260,1838,1838,2,0,8,3,0,315000
542,11000,NoRidge,8,5,2000,0,997,2285,2,1,8,3,0,248000
543,10140,NWAmes,7,5,1998,144,1680,1680,2,0,7,2,0,213250
544,4058,NAmes,7,5,1998,584,767,767,1,0,4,1,0,133000
545,17104,Gilbert,7,5,2006,554,664,1496,2,1,7,2,0,179665
546,13837,NWAmes,7,5,1988,1002,1377,2183,2,1,9,3,0,229000
547,8737,BrkSide,6,7,1923,300,915,1635,1,1,6,2,0,210000
548,7244,Mitchel,5,7,1970,619,768,768,1,0,5,2,0,129500
549,8235,OldTown,5,7,1955,180,825,825,1,0,4,2,0,125000
550,9375,Somerst,7,5,2003,0,912,2094,2,1,8,2,0,263000
551,4043,NPkVill,6,6,1977,559,1069,1069,2,0,4,2,0,140000
552,6000,OldTown,5,6,1957,308,928,928,1,0,5,1,0,112500
553,11146,NridgHt,8,5,2006,0,1717,1717,2,0,7,3,0,255500
554,8777,Edwards,4,5,1949,0,1126,1126,2,0,5,2,0,108000
555,10625,NridgHt,7,5,2003,866,1006,2046,2,1,8,3,0,284000
556,6380,BrkSide,5,6,1922,0,1048,1048,1,0,5,1,0,113000
557,14850,NAmes,5,5,1957,895,1092,1092,1,0,6,1,0,141000
558,11040,IDOTRR,4,6,1920,637,897,1336,1,1,7,1,0,108000
559,21872,Gilbert,7,5,1996,604,729,1446,2,1,6,2,0,175000
560,3196,Blmngtn,7,5,2003,0,1557,1557,2,0,7,2,0,234000
561,11341,Sawyer,5,6,1957,1302,1392,1392,1,1,5,2,0,121500
562,10010,Mitchel,5,5,1974,1071,1389,1389,1,0,6,2,0,170000
563,13907,Edwards,5,6,1940,290,996,996,1,0,6,0,0,108000
564,21780,Edwards,6,7,1918,0,1163,1674,2,0,8,2,0,185000
565,13346,NoRidge,7,5,1992,728,1166,2295,2,1,9,2,0,268000
566,6858,SWISU,6,4,1915,0,841,1647,1,1,6,1,0,128000
567,11198,StoneBr,9,5,2005,0,1134,2504,2,1,11,3,0,325000
568,10171,NridgHt,7,5,2004,2,1535,1535,2,0,7,2,0,214000
569,12327,SawyerW,8,8,1983,1441,1496,2132,1,1,5,2,0,316600
570,7032,NAmes,5,5,1979,943,943,943,1,0,4,2,0,135960
571,13101,NAmes,5,5,1965,231,1728,1728,2,0,10,2,0,142600
572,7332,NAmes,6,6,1959,414,864,864,1,0,4,1,0,120000
573,13159,Timber,7,5,2009,0,846,1692,2,1,6,2,0,224500
574,9967,Gilbert,7,5,2000,0,774,1430,2,1,8,2,0,170000
575,10500,NAmes,5,7,1971,349,576,1109,1,0,5,1,0,139000
576,8480,NAmes,5,5,1947,442,832,1216,1,0,6,1,0,118500
577,6292,SWISU,7,7,1928,0,877,1477,2,0,6,1,0,145000
578,11777,Sawyer,5,6,1966,328,1320,1320,1,0,6,2,0,164500
579,3604,Somerst,7,5,2007,0,703,1392,2,0,5,2,0,146000
580,12150,OldTown,5,5,1954,0,1050,1795,2,0,7,1,0,131500
581,14585,NAmes,6,6,1960,594,1429,1429,1,0,7,2,0,181900
582,12704,NridgHt,8,5,2008,0,2042,2042,2,1,8,3,0,253293
583,11841,Edwards,6,5,1990,816,816,816,1,0,5,0,0,118500
584,13500,OldTown,10,9,1893,0,1521,2775,3,1,9,2,0,325000
585,6120,BrkSide,4,7,1935,0,989,1573,1,0,6,1,0,133000
586,11443,Timber,8,5,2005,1460,2028,2028,2,0,7,3,0,369900
587,10267,BrkSide,6,7,1918,210,838,838,1,0,5,1,0,130000
588,8740,Sawyer,5,6,1982,672,860,860,1,0,4,2,0,137000
589,25095,ClearCr,5,8,1968,1324,1473,1473,1,0,5,1,0,143000
590,9100,BrkSide,5,6,1930,0,779,935,1,0,4,1,0,79500
591,8320,CollgCr,7,5,2004,490,770,1582,2,1,6,2,0,185900
592,13478,NridgHt,10,5,2008,1338,1728,2296,2,1,10,3,0,451950
593,6600,Mitchel,5,8,1982,816,816,816,1,0,4,2,0,138000
594,4435,CollgCr,6,5,2003,685,848,848,1,0,4,2,0,140000
595,7990,CollgCr,5,6,1975,0,924,924,1,0,5,1,0,110000
596,11302,StoneBr,8,5,2005,1422,1826,1826,2,0,7,3,0,319000
597,3600,OldTown,6,7,1910,0,684,1368,1,0,7,1,0,114504
598,3922,Blmngtn,7,5,2006,0,1402,1402,0,2,7,3,0,194201
599,12984,Crawfor,5,6,1977,1283,1647,1647,2,0,7,2,0,217500
600,1950,Blueste,6,6,1980,81,716,1556,2,1,6,2,0,151000
601,10927,NridgHt,8,5,2005,546,1058,1904,2,1,8,2,0,275000
602,9000,IDOTRR,6,6,1937,0,780,1375,1,1,6,1,0,141000
603,10041,SawyerW,8,5,1992,789,927,1915,2,1,8,2,0,220000
604,3182,Somerst,7,5,2004,0,600,1200,2,1,4,2,0,151000
605,12803,CollgCr,7,5,2002,922,1494,1494,2,0,6,2,0,221000
606,13600,NAmes,7,6,1965,454,1186,1986,2,1,7,2,0,205000
607,12464,CollgCr,5,5,1996,732,1040,1040,1,0,6,2,0,152000
608,7800,Edwards,5,8,1948,603,1112,2008,3,0,8,1,0,225000
609,12168,Crawfor,8,6,1934,428,1940,3194,2,1,10,2,0,359100
610,7943,Sawyer,4,5,1961,903,1029,1029,1,0,5,1,0,118500
611,11050,CollgCr,9,5,2000,904,1476,2153,2,1,8,3,0,313000
612,10395,NWAmes,6,6,1978,605,1032,1032,2,0,6,2,0,148000
613,11885,CollgCr,8,5,2001,990,1299,1872,2,1,7,2,0,261500
614,8402,Mitchel,5,5,2007,206,1120,1120,1,0,6,0,0,147000
615,1491,MeadowV,4,6,1972,150,630,630,1,0,3,0,0,75500
616,8800,NAmes,6,7,1963,763,1054,1054,1,0,6,2,0,137500
617,7861,Gilbert,6,5,2002,457,807,1509,2,1,7,2,0,183200
618,7227,NAmes,6,6,1954,0,832,832,1,0,4,2,0,105500
619,11694,NridgHt,9,5,2007,48,1828,1828,2,0,9,3,0,314813
620,12244,Timber,8,5,2003,871,1482,2262,2,1,10,3,0,305000
621,8248,Edwards,3,3,1914,41,864,864,1,0,5,0,0,67000
622,10800,NWAmes,6,7,1974,956,1548,2614,2,1,9,2,0,240000
623,7064,Sawyer,5,6,1977,560,980,980,1,0,6,2,0,135000
624,2117,Somerst,6,5,2000,420,756,1512,2,1,4,2,0,168500
625,10400,NWAmes,6,5,1972,247,1012,1790,1,2,8,2,0,165150
626,10000,NAmes,6,6,1962,0,1116,1116,1,1,5,2,0,160000
627,12342,NAmes,5,5,1960,0,1422,1422,1,0,6,1,0,139900
628,9600,NAmes,6,6,1955,674,1520,1520,1,0,7,1,0,153000
629,11606,NAmes,5,5,1969,650,1040,2080,1,2,9,2,0,135000
630,9020,NAmes,6,5,1964,624,1350,1350,1,1,6,2,0,168500
631,9000,OldTown,5,6,1880,0,1089,1750,1,0,8,1,0,124000
632,4590,NridgHt,8,5,2006,24,1554,1554,2,0,6,2,0,209500
633,11900,NWAmes,7,5,1977,822,1411,1411,2,0,6,2,0,82500
634,9250,NAmes,5,7,1954,480,1056,1056,1,0,6,1,0,139400
635,6979,OldTown,6,5,1980,1056,1056,1056,0,0,4,2,0,144000
636,10896,SWISU,6,7,1914,256,1440,3395,2,0,14,0,0,200000
637,6120,BrkSide,2,3,1936,0,800,800,1,0,4,0,0,60000
638,6000,OldTown,5,4,1954,0,811,1387,2,0,7,1,0,93000
639,8777,Edwards,5,7,1910,0,796,796,1,0,4,0,0,85000
640,3982,Blmngtn,8,5,2006,1154,1567,1567,2,0,7,3,0,264561
641,12677,NridgHt,8,5,2003,1218,1518,1518,1,1,6,2,0,274000
642,7050,Somerst,7,5,2001,738,1057,1929,2,1,7,2,0,226000
643,13860,NAmes,8,7,1972,1410,2000,2704,2,1,9,2,0,345000
644,10793,NWAmes,5,5,1969,493,780,1620,2,1,7,2,0,152000
645,9187,Somerst,9,5,2009,1121,1766,1766,2,1,7,3,0,370878
646,10530,NAmes,6,5,1971,282,981,981,1,1,5,2,0,143250
647,7200,NAmes,5,5,1950,0,1048,1048,1,0,7,2,0,98300
648,10452,Edwards,6,5,1953,500,1094,1094,1,0,5,2,0,155000
649,7700,NAmes,6,5,1966,0,1051,1839,1,1,7,2,0,155000
650,1936,MeadowV,4,6,1970,131,630,630,1,0,3,0,0,84500
651,8125,Somerst,7,6,2007,0,822,1665,2,1,7,2,0,205950
652,9084,Edwards,4,5,1940,0,755,1510,1,0,7,1,0,108000
653,8750,CollgCr,7,5,1996,0,909,1716,2,1,7,2,0,191000
654,10320,IDOTRR,6,7,1906,0,756,1469,1,0,7,1,0,135000
655,10437,NoRidge,8,6,1995,1696,2113,2113,2,1,7,3,0,350000
656,1680,BrDale,6,5,1971,0,525,1092,1,1,6,1,0,88000
657,10007,NAmes,5,7,1959,806,1053,1053,1,1,5,1,0,145500
658,7200,Crawfor,7,6,1931,0,851,1502,1,1,6,1,0,149000
659,17503,NAmes,6,5,1948,0,912,1458,1,0,6,1,0,97500
660,9937,Edwards,5,7,1964,637,1486,1486,1,0,7,2,0,167000
661,12384,NWAmes,7,7,1976,0,1142,1935,2,1,7,2,0,197900
662,46589,NoRidge,8,7,1994,1361,1686,2448,2,1,8,3,0,402000
663,13560,NAmes,6,3,1968,0,1392,1392,1,0,5,2,0,110000
664,10012,Edwards,4,5,1972,920,1181,1181,2,0,6,2,0,137500
665,20896,Somerst,8,5,2005,1721,2097,2097,1,1,8,3,0,423000
666,11194,Gilbert,8,5,2000,0,1454,1936,2,1,7,2,0,230500
667,18450,NAmes,6,5,1965,187,1465,2380,2,1,7,2,0,129000
668,8125,SawyerW,6,5,1994,1138,1679,1679,2,0,7,2,0,193500
669,14175,Sawyer,5,6,1956,988,1437,1437,1,1,6,2,0,168000
670,11600,Crawfor,4,5,1922,0,1180,1180,1,0,5,1,0,137500
671,8633,CollgCr,6,5,2005,193,738,1476,2,1,7,2,0,173500
672,6629,Edwards,6,6,1925,551,697,1369,2,0,6,1,0,103600
673,11250,Veenker,6,6,1977,767,1208,1208,1,1,6,2,0,165000
674,14442,Crawfor,6,7,1957,1186,1839,1839,2,0,7,2,0,257500
675,9200,NAmes,6,6,1965,892,1136,1136,1,0,5,1,0,140000
676,2289,NPkVill,6,6,1978,311,855,1441,2,1,7,2,0,148500
677,9600,OldTown,4,2,1900,0,1095,1774,2,0,8,3,0,87000
678,9022,OldTown,5,8,1924,0,792,792,1,0,5,1,0,109500
679,11844,StoneBr,8,5,2008,0,2046,2046,2,1,7,3,0,372500
680,9945,Sawyer,5,5,1961,827,988,988,1,0,5,2,0,128500
681,8012,SawyerW,6,5,1980,543,923,923,2,0,5,1,0,143000
682,4500,SWISU,5,5,1932,182,848,1520,1,0,6,1,0,159434
683,2887,ClearCr,6,5,1996,1003,1291,1291,1,0,6,2,0,173000
684,11248,CollgCr,9,5,2002,1059,1668,1668,2,0,7,3,0,285000
685,16770,NoRidge,7,5,1998,0,1195,1839,2,1,7,2,0,221000
686,5062,StoneBr,7,5,1984,828,1190,2090,2,0,6,2,0,207500
687,10207,Somerst,7,6,2007,0,874,1761,3,0,7,2,0,227875
688,5105,Somerst,7,5,2004,239,551,1102,2,1,4,2,0,148800
689,8089,StoneBr,8,6,2007,945,1419,1419,2,0,7,2,0,392000
690,7577,NridgHt,6,5,2005,20,1362,1362,2,0,6,2,0,194700
691,4426,CollgCr,6,5,2004,697,848,848,1,0,3,2,0,141000
692,21535,NoRidge,10,6,1994,1455,2444,4316,3,1,10,3,0,755000
693,26178,Timber,7,5,1989,965,1238,2519,2,1,9,2,0,335000
694,5400,OldTown,5,6,1921,0,1073,1073,1,0,4,1,0,108480
695,6120,BrkSide,5,6,1936,0,1067,1539,1,1,5,2,0,141500
696,13811,Timber,6,6,1987,980,1137,1137,2,0,5,2,0,176000
697,6000,BrkSide,5,7,1921,616,616,616,1,0,4,1,0,89000
698,6420,Edwards,5,7,1952,210,1148,1148,1,0,6,1,0,123500
699,8450,Sawyer,5,8,1965,553,894,894,1,0,5,1,0,138500
700,4282,Somerst,7,5,2004,16,1391,1391,2,0,5,2,0,196000
701,14331,Timber,8,5,2002,1274,1800,1800,2,0,7,3,0,312500
702,9600,NWAmes,7,5,1969,0,1164,1164,1,1,6,2,0,140000
703,12438,StoneBr,8,5,2006,0,1264,2576,2,1,10,3,0,361919
704,7630,OldTown,5,9,1900,0,1032,1812,2,0,8,2,0,140000
705,8400,CollgCr,7,5,2004,712,1484,1484,2,0,7,2,0,213000
706,5600,IDOTRR,4,5,1930,0,372,1092,2,0,7,0,0,55000
707,115149,ClearCr,7,5,1971,1219,1824,1824,2,0,5,2,0,302000
708,6240,NridgHt,8,5,2006,863,1324,1324,2,0,6,2,0,254000
709,9018,Gilbert,7,5,2007,0,728,1456,2,1,8,2,0,179540
710,7162,Sawyer,5,7,1966,0,904,904,1,0,6,1,0,109900
711,4130,BrkSide,3,6,1935,0,729,729,1,0,5,0,0,52000
712,8712,IDOTRR,4,7,1900,0,859,1178,1,0,7,1,0,102776
713,4671,StoneBr,8,5,1988,767,1228,1228,2,0,5,2,0,189000
714,9873,BrkSide,4,5,1970,789,960,960,1,0,6,2,0,129000
715,13517,Sawyer,6,8,1976,533,725,1479,2,1,6,2,0,130500
716,10140,NWAmes,6,5,1974,0,1350,1350,2,0,7,2,0,165000
717,10800,OldTown,7,8,1890,0,1576,2554,1,1,8,2,0,159500
718,10000,NWAmes,5,6,1973,1084,1178,1178,1,1,5,2,0,157000
719,10542,NoRidge,7,5,1993,1173,1325,2418,2,1,9,3,0,341000
720,9920,CollgCr,5,6,1969,523,971,971,1,1,5,1,0,128500
721,6563,StoneBr,8,5,1985,1148,1742,1742,2,0,5,2,0,275000
722,4426,CollgCr,6,5,2004,662,848,848,1,0,3,2,0,143000
723,8120,NAmes,4,7,1970,191,864,864,1,0,5,2,0,124500
724,8172,Edwards,4,6,1954,0,997,1470,2,0,7,1,0,135000
725,13286,Edwards,9,5,2007,1234,1698,1698,2,0,8,3,0,320000
